Sentence	Label
CẢNH BÁO-ĐỪNG MUA!!	0
Tôi đang ghép cái này bằng điện thoại của tôi, và tôi không thể nào hạnh phúc hơn với nó.	1
Khi mở cửa, kết nối pin bị hỏng và thiết bị bị tắt.	0
Tôi không muốn viên đạn bay qua đầu tai tôi, gây ra sự khó chịu.	0
Tai nghe tốt nhất từ trước đến giờ!	1
Đừng tin vào trang web của họ, và đừng mong chờ sự hỗ trợ hữu ích.	0
Rất vui khi nói rằng Plantronics 510 có một kết nối hoàn hảo với tế bào của tôi và không có tĩnh trong khi sử dụng bình thường.	1
Loa có chất lượng thấp cũng như làm cho các thanh nhạc có âm thanh rất rẻ.	0
Phù hợp thoải mái, có ba kích cỡ tai nghe.	1
Sản phẩm xuất sắc vì giá cả.	1
Tín hiệu xấu.	0
Sản phẩm này có chất lượng rất cao Trung Quốc CỨT! !!!	0
Nó khá thoải mái trong tai.	1
Điện thoại tuyệt vời.	1
Đừng mua sản phẩm này-Nó thất bại!	0
Mọi thứ về sản phẩm này là sai.	0
Việc ghép cặp của hai thiết bị này rất dễ dàng, nó chỉ mất vài phút trước khi tôi bắt đầu thực hiện các cuộc gọi với tính năng thoại quay số.	1
Điều này hoàn toàn khó hiểu, thứ khiến tôi mất đi một vài mối quan hệ rất, rất quan trọng.	0
Người giữ điện thoại khủng khiếp	0
Các nút và nút được đặt hoàn hảo.	1
Tôi thích có thể sử dụng một tai nghe cho cả hai mặt bằng đường bộ và tế bào.	1
Vấn đề là các vòng tai được làm từ vật liệu yếu và dễ vỡ.	0
Không tốt bằng bộ phim Amazon.	0
Nhưng bất chấp những sai sót này, trường hợp này có chất lượng đặc biệt và đáng giá hơn chi phí bổ sung của việc sở hữu một sản phẩm OEM chính thức.	1
Ngu ngốc đến mức nào?	0
Tôi có thể nghe thấy trong khi lái xe trên xe, và thường thì không cần phải đặt nó vào cái thiết lập lớn nhất.	1
Người bán chạy nhanh và rẻ hơn nhiều so với các đối thủ cạnh tranh	1
Giỏi lắm, Samsung.	1
Tôi đã mua khoảng 10 cái và tiết kiệm tiền.	1
Nó luôn cắt đứt và làm tiếng beep beep soep âm thanh sau đó cho thấy tín hiệu bị lỗi.	0
Không thể biết được.	0
Điện thoại của tôi nghe có vẻ ổn (không tốt-OK), nhưng điện thoại của vợ tôi gần như hoàn toàn khó hiểu, cô ấy không thể hiểu một từ nào được nói trên đó.	0
Nên tôi phải tháo pin ra khỏi điện thoại và khởi động lại nó.	0
Trong khi tôi xoay được cái lò xo lá trở lại vị trí, kim loại bây giờ có đủ sức ép buộc nó sẽ vỡ ở giọt tiếp theo.	0
Báo In ấn tượng hoang dã tuyệt vời!	1
Làm việc cho tôi.	1
Saggy, đồ bỏ đi.	0
tốt hơn nhiều so với những trường hợp nhựa cứng.	1
Nó cũng có một vấn đề mới.	0
Hạnh phúc cho đến nay!	1
Điện thoại đẹp	1
Làm tốt lắm.	1
Cuối cùng, Motorola có được chất lượng giọng nói của một tai nghe bluetooth.	1
Nó cướp đi kết nối với điện thoại ngay cả khi nó nằm cách hai chân giữa hai chân.	0
nhưng nó rất tuyệt, tôi rất muốn giới thiệu nó.	1
Làm cho nó dễ dàng hơn để theo kịp với cái bluetooth của tôi khi tôi không đeo nó.	0
Như tôi đã nói ở trên ...THẬT VÔ DỤNG!	0
Không bao giờ có! !!!	0
Cặp tai nghe này là điều tồi tệ nhất mà tôi từng nghe có âm thanh.	0
[...] down the drain vì một cú snap yếu!	0
Không tính điện thoại Cingular (ATT) 8525.	0
"Bạn có thêm vài phút để bạn có thể thực hiện cuộc gọi và không bị cắt bỏ. """	1
Tuy nhiên, sau khoảng một năm, chiếc áo xanh bắt đầu bị lỏng lẻo và cuối cùng màn hình của tôi màu đen và tôi không thể nhận được và đặt cuộc gọi.	0
Tôi đã giữ dây cáp trên ghế và tôi phải kéo điện thoại để tắt nó.	0
Tai nghe đáp ứng các yêu cầu của tôi nên tôi hài lòng với việc mua hàng của mình.	1
Logitech Bluetooth Headset là một Headset 10!.	1
Tôi thích sự thật là nó nhẹ nhàng vào tai bạn, hơn là bên trong.	1
Rất nhiều trang web đã đánh giá đây là một chiếc điện thoại rất hay và tôi cũng vậy.	1
Tôi đã thử các dây cáp này bằng máy tính và iPod của tôi và nó hoạt động tốt.	1
Mic có một trò đùa, và âm lượng khá thấp.	0
Tôi sẽ trả lại chúng.	0
Tôi không duy trì mối liên hệ nào với máy tính trong khi nó đang ở trên đùi.	0
Thật dễ dàng để bật tắt và tắt khi bạn đang ở trong xe và các điều khiển âm lượng là hoàn toàn có thể truy cập được.	1
Tôi đã có của tôi khoảng một năm và Giáng sinh này tôi đã mua một số cho phần còn lại của gia đình.	1
Mặt khác, dễ dàng cài đặt và sử dụng, rõ ràng âm thanh.	1
đồ da đẹp.	1
Tôi phải mua một vụ khác.	0
Đó là một niềm vui được sử dụng.	1
Rất thất vọng với công ty này.	0
Rất châm biếm chuyện đó.	1
Nó không tính phí cho tôi.	0
Đây là chiếc điện thoại cho năm 2005 ... Tôi vừa mua S710a của tôi và tất cả những gì tôi có thể nói là WOW!	1
Những cái nút quá nhỏ.	0
Chỉ cần đọc qua các thông tin một mình, anh sẽ nói là WOW.	1
Yêu nó ... Một băng đội tuyệt vời.	1
Tôi thực sự thích sản phẩm này trên Motorola vì nó rõ ràng hơn trên tai và mic.	1
Tuy nhiên, keypad rất thích tôi đôi khi đến nhầm nút.	0
Tôi trao đổi cái z500a cho cái này và tôi khá hài lòng với quyết định đó.	1
Tôi rất ấn tượng với cái giá của những vụ án.	1
Cũng làm cho nó dễ giữ hơn.	1
Tôi sử dụng sản phẩm này trong một trung tâm điều khiển động cơ, nơi có rất nhiều điện áp cao từ thiết bị, và nó hoạt động tốt!	1
Khá dễ dàng.	1
Tôi không thể gọi ở một nơi nào đó.	0
Tuy nhiên, cô gái của tôi phàn nàn rằng một thời gian điện thoại không thức dậy như điện thoại thông thường.	0
Kiểu dáng đẹp đấy.	1
Công ty này tính phí cho tôi và vẫn không trả lại tiền cho tôi.	0
Tôi đang cố trả lại tiền.	0
Tôi đã cắm nó vào chỉ để tìm ra nó không có tác dụng.	0
Sản phẩm tuyệt vời.	1
Tai nghe dễ vỡ.	0
Sản phẩm tệ hại.	0
Chiếc điện thoại này cố gắng hết sức để làm mọi thứ nhưng lại thất bại trong việc có thể là một chiếc điện thoại.	0
Nó là bộ sạc tốt nhất tôi từng thấy trên thị trường.	1
ĐIỆN THOẠI NGỌT NGÀO !!!	1
-Ồ, bộ sạc có vẻ hoạt động tốt.	1
Nó phù hợp với quá sớm rằng móc tai không cần phải được sử dụng và âm thanh được hướng dẫn tốt hơn qua ống tai của bạn.	1
Không đủ khối lượng.	0
Vấn đề tiếng vang ...Rất không thỏa đáng.	0
bạn chỉ có thể lấy 2 video vào một thời điểm và chất lượng rất kém.	0
Đừng phí tiền.	0
Tôi sẽ phải là người đầu tiên đánh giá tiêu cực sản phẩm này.	0
Bộ điều hợp không cung cấp dòng sạc đủ.	0
Có rất nhiều quảng cáo qua điện thoại mà tôi cho rằng đó là điều tốt nhất, sai lầm của tôi.	0
Bạn cũng không thể chụp ảnh với nó trong trường hợp vì lense được che đậy.	0
Điện thoại rơi ra dễ dàng.	0
Nó không hoạt động, mọi người không thể nghe thấy tôi khi tôi nói chuyện.	0
Tính năng nhắn tin văn bản rất khó sử dụng.	0
Tôi thực sự thất vọng với tất cả những gì tôi có bây giờ là một kẻ lừa đảo không có tác dụng.	0
Đau ở tai.	0
Kéo dài một ngày rồi lại nổ tung.	0
thất vọng.	0
Hơi nổi.	0
Màn hình có thể bị nhòe bởi vì nó chạm vào tai và khuôn mặt của bạn.	0
Đúng là đồ bỏ đi. Tôi mất nhiều cuộc gọi hơn trên điện thoại này.	0
Mặt Hàng Không Khớp Với Hình Ảnh.	0
Điều duy nhất làm tôi thất vọng là cái cảng đỏ inra (irda).	0
Bạn không thể trả lời cuộc gọi với đơn vị, không bao giờ làm việc một lần!	0
Một bộ phim chuyển động rất, rất chậm chạp, một bộ phim về một người đàn ông đau khổ, trôi dạt.  	0
Không chắc ai đã mất nhiều-các nhân vật phẳng hay khán giả, gần một nửa trong số đó bỏ đi.  	0
Cố gắng nghệ thuật với các góc quay màu đen và trắng và thông minh, bộ phim thất vọng-thậm chí còn trở nên buồn cười hơn-bởi diễn xuất là người nghèo và cốt truyện và các dòng gần như không tồn tại.  	0
Rất ít nhạc hay bất cứ thứ gì để nói.  	0
Cảnh hay nhất trong phim là khi Gerardo đang cố gắng tìm một bài hát mà cứ chạy xuyên qua đầu.  	1
Phần còn lại của bộ phim thiếu nghệ thuật, quyến rũ, ý nghĩa ... Nếu đó là sự trống rỗng, thì tôi đoán là vì nó trống rỗng.  	0
Lãng phí 2 tiếng.  	0
Xem bộ phim hôm nay và nghĩ rằng đó là một nỗ lực tốt, những tin nhắn tốt cho trẻ em.  	1
Có thể đoán trước được.  	0
Yêu thích việc tuyển chọn Jimmy Buffet làm giáo viên khoa học.  	1
Và những con cú con rất đáng yêu.  	1
Bộ phim cho thấy rất nhiều Florida ở đó là tốt nhất, làm cho nó trông rất hấp dẫn.  	1
Những Bài Hát Là Những Bài Hát Hay Nhất Và Muppets Thật Buồn Cười.  	1
Thật Tuyệt.  	1
"Đây là một bộ phim ""phải trên trường hợp"" mang lại mọi thứ gần như ngay trước mặt bạn.  "	1
Nó có một số hành động trung bình từ người chính, và nó là một ngân sách thấp như bạn rõ ràng có thể nhìn thấy.  	0
Đánh giá này đã quá hạn, kể từ khi tôi xem A Tale of Two Sisters là bộ phim vĩ đại nhất từng được thực hiện.  	1
Tôi sẽ đặt viên đá quý này lên bất cứ bộ phim nào về kịch bản, quay phim, diễn xuất, hậu sản xuất, biên tập, đạo diễn, hoặc bất kỳ khía cạnh nào khác của việc làm phim.  	1
"Thực tế nó hoàn hảo trong tất cả chúng-một kiệt tác thực sự trong một biển của faux "" thành thạo.  "	1
""" Cấu trúc của bộ phim này dễ dàng được xây dựng chặt chẽ nhất trong lịch sử điện ảnh.  "	1
Tôi không thể nghĩ về một bộ phim nào khác mà một thứ quan trọng xảy ra mỗi phút.  	1
Nói cách khác, mức độ nội dung của bộ phim này đủ để dễ dàng lấp đầy hàng chục bộ phim khác.  	1
Làm sao có thể có ai đó trong tâm trí mình lại yêu cầu bất cứ điều gì từ một bộ phim hơn thế này?  	1
Nó khá đơn giản, hình thức mang tính chất siêu cao nhất của điện ảnh.  	1
Vâng, bộ phim này đòi hỏi một lượng giải đố khá đáng kể, nhưng những mảnh ghép lại khớp với nhau để tạo nên một bức tranh đẹp.  	1
Bộ phim ngắn này chắc chắn không có cú đấm nào.  	0
Đồ họa nằm ở phần tốt nhất của trò chơi.  	0
Đây là trò chơi TH tốt nhất trong loạt game này.  	1
Nó xứng đáng được yêu.  	1
Đó là một trò chơi điên rồ.  	1
Có những mức độ lớn, những nhân vật lớn không thể khóa được ... nó chỉ là một trò chơi đồ sộ.  	1
Bỏ tiền vào trò này đi.  	1
Đây là loại tiền bị lãng phí đúng cách.  	1
Thực ra đồ họa lúc đó rất tốt.  	1
Ngày nay đồ họa đều nhảm nhí.  	0
Như họ nói ở Canada, đây là trò chơi vui vẻ, aye.  	1
Trò chơi này là đá.  	1
Mua đi, chơi đi, thưởng thức đi.  	1
ĐÓ LÀ THIẾT BỊ SÁNG CHÓI.  	1
Đây là một sự thất bại thảm hại từ quan niệm của nó.  	0
Ý tưởng của nó là một nhân vật nhỏ từ một bộ phim tầm thường PG-13, và hoàn toàn không phải là phần tiếp theo trong khi thay đổi giọng điệu thành một bộ phim gia đình được xếp hạng PG.  	0
Tôi không có chút hứng thú.  	0
Không chỉ có thể xác nhận rằng bộ phim sẽ không hài hước và chung chung, nhưng nó cũng có thể cung cấp cho bộ phim TOÀN bộ phim; và tôi không phóng đại-mỗi khoảnh khắc, mọi cốt truyện, mọi câu chuyện cười đều được kể trong trailer.  	0
Nhưng không vui chút nào.  	0
Nhưng ngay cả tài năng Carrell cũng không thể cứu được.  	0
Các ngôi sao của anh ta không được tốt hơn nhiều, với những người như Morgan Freeman, Jonah Hill, và Ed Helms đã lãng phí.  	0
Bản thân câu chuyện chỉ có thể dự đoán và lười biếng.  	0
Tác dụng thực sự duy nhất là sự hiện diện của tất cả các loài động vật, và sự tích hợp của những người trong những cảnh này là một trong những công việc kinh khủng nhất và rõ ràng nhất mà tôi từng thấy.  	0
Nhưng dù nó là cái gì mà chi phí quá nhiều, nó vẫn không dịch đến chất lượng, mà chắc chắn là vậy.  	0
Bộ phim đã thành công, hoặc có lẽ bởi vì, một ngân sách khá ít ỏi.  	1
Tôi rất vui vì bộ phim không được lựa chọn rõ ràng nhất, vì một bộ phim ít hơn chắc chắn sẽ có.  	1
Ngoài việc có một trong những bài hát đáng yêu nhất từng được viết, Pháp Cancan cũng tự hào là một trong những người phụ nữ hàng đầu dễ thương nhất từng làm Grace.  	1
Thật khó để không rơi vào tình yêu với cô gái đó.  	1
Về tiêu cực, nó đủ mạnh để gây hối tiếc cho 2 giờ khác của cuộc sống lãng phí trước màn hình.  	0
Lâu lắm rồi, rên rỉ và vô nghĩa.  	0
Nhưng tôi đề nghị chờ đợi những nỗ lực tương lai của họ, hãy bỏ qua chuyện này.  	0
Dàn diễn viên xuất sắc, câu chuyện, diễn xuất.  	1
Hoàn toàn đáng tin.  	1
Anne Heckhe là người hoàn toàn thuyết phục.  	1
Vai diễn của Sam Shepard về một Thủy quân lục chiến đang tỉnh rượu.  	1
Tôi ngồi cạnh màn hình TV.  	1
Tất cả những gì tôi cho là 1 trong số 10 người bị thương.  	1
Tôi nghĩ Tom Hanks là một diễn viên giỏi.  	1
Tôi thích đọc cuốn sách này với các con khi chúng còn nhỏ.  	1
Tôi đã rất thất vọng trong phim.  	0
Một nhân vật hoàn toàn khó chịu với một giọng nói cho tôi cảm giác móng tay trên bàn tay.  	0
Có một cảnh tàu lượn/con lăn hoàn toàn không cần thiết.  	0
Hoàn toàn không có sự ấm áp hay sự quyến rũ cho những cảnh hay nhân vật này.  	0
Bộ phim này làm tôi bực mình lắm.  	0
Các màn trình diễn không được cải thiện bằng cách ứng biến, bởi vì các diễn viên bây giờ có nhiều điều để lo lắng: không chỉ là việc họ đang giao hàng tốt, mà liệu dòng nhạc đó có hay không.  	0
Và, thành thật mà nói, thường thì nó không được tốt lắm.  	0
Thường thì cuộc đối thoại không thực sự theo dòng này sang dòng khác, hoặc phù hợp với môi trường xung quanh.  	0
Nó thay đổi với một năng lượng không thể đoán trước, trẻ trung-nhưng thành thật mà nói, tôi thấy khó mà bám theo và tập trung vào nó quá nặng nề.  	0
Có những thứ rất hay trong đó.  	1
Dù sao tôi cũng không nói là họ đáng giá 2 tiếng.  	0
Các nhà xây dựng hồi hộp là tốt, và chỉ vượt qua ranh giới từ G đến PG.  	1
Tôi đặc biệt thích những lựa chọn không sáo với bố mẹ; trong những bộ phim khác, tôi có thể dự đoán hộp thoại verbatim, nhưng những bài viết trong bộ phim này có những lựa chọn tốt hơn.  	1
Nếu bạn muốn một bộ phim không thô tục nhưng mang đến cho bạn một số ớn lạnh, đây là một sự lựa chọn tuyệt vời.  	1
Alexander Nevsky là một bộ phim rất hay.  	1
Anh ấy là một nghệ sĩ điện ảnh tuyệt vời, một trong những người quan trọng nhất từng sống.  	1
"Tôi rất vui vì chuyện này, không được lên kế hoạch bởi hãng Dodge Stratus Big Shots ... Nó sẽ giúp các nhà làm phim không bị hạn chế ""kinh doanh điện ảnh"" của Québec.  "	0
Đây là bộ phim đầu tiên tôi đưa ra 10 năm.  	1
Nếu có một bộ phim nào đó cần truyền miệng để thúc đẩy, thì đây chính là nó.  	1
Nhìn chung, bộ phim rất thú vị và suy nghĩ.  	1
Ngoài ra, nó đã được trang bị tốt và phù hợp với thời gian tương đối ngắn của nó.  	1
Hãy cho nó một cái nhìn.  	1
Tôi cho nó 10 điểm.  	1
Gió và sư tử được viết rất tốt và hành động rất tuyệt vời.  	1
Đúng là kinh điển.  	1
Nó thực sự hóa ra là khá đứng đắn đến mức B-list phim kinh dị/hồi hộp.  	1
Chắc chắn là phải kiểm tra.  	1
Vấn đề là kịch bản.  	0
Nó rất ghê tởm.  	0
Chẳng có gì đáng tin cả.  	0
Sự hồi hộp duy nhất mà tôi cảm thấy là sự thất vọng ở mức độ chậm phát triển của các cô gái.  	0
MANNA FROM HEAVEN là một bộ phim tuyệt vời vừa có thể dự đoán được và không thể đoán trước được cùng một lúc.  	1
Những cảnh này thường rất hài hước và thỉnh thoảng cảm động khi các nhân vật đánh giá cuộc sống của họ và nơi họ đang đi.  	1
Các diễn viên kỳ cựu chỉ là một chuyến đi hoài niệm.  	1
Vai diễn của Ursula Burton trong nữ tu đều cảm động và hài hước cùng lúc với việc làm cho các nữ tu hoặc nhà thờ hài hước.  	1
"Nếu bạn đang tìm kiếm một bộ phim với một dàn diễn viên tuyệt vời, một vài bản nhạc hay (bao gồm cả một màn biểu diễn Shirley Jones của ""The Way You Look Tonight""), và một cái kết nâng cao, cho điều này thử.  "	1
Tôi không nghĩ anh sẽ thất vọng.  	1
Thành thật mà nói, sau khi câu lạc bộ Cotton và UnFaithful, thật đáng xấu hổ khi xem Lane và Gere trong bộ phim này, bởi vì đó là BAD.  	0
Hành động rất tệ, các cuộc gọi là cực kỳ nông và không thành thật.  	0
Nó quá dễ đoán, kể cả với một con gà mái.  	0
Quá chính trị.  	0
Rất thất vọng.  	0
Điều duy nhất thực sự đáng để xem là phong cảnh và ngôi nhà, bởi vì nó rất đẹp.  	1
Tôi yêu Lane, nhưng tôi chưa từng thấy cô ấy trong một bộ phim tệ như thế này.  	0
Một tiếng rưỡi tôi ước mình có thể mang lại.  	0
Nhưng theo cách viết thì nó rất tươi và táo bạo.  	1
Diễn xuất giúp việc sáng tác rất tốt (có lẽ chị em gái ngốc có thể đã được chơi tốt hơn), và đó là một niềm vui thật sự để xem.  	1
Đạo diễn và quay phim không hoàn toàn tốt.  	0
Bộ phim rất nhàm chán, tôi đôi khi thấy mình bị chiếm đóng đỉnh điểm trên báo thay vì xem (không bao giờ xảy ra trong một bộ phim Columbo trước đây!).  	0
), và đôi khi thật xấu hổ đến nỗi tôi phải nhìn đi chỗ khác.  	0
Đạo diễn dường như quá kiêu ngạo.  	0
"Những cảnh quay với cô gái hàng xóm ""trưởng thành quá trưởng thành"" là một sai lầm.  "	0
Và nói chung các dòng và cốt truyện là yếu hơn so với tập trung bình.  	0
Sau đó, cảnh họ tranh luận liệu có hay không nên để cho người thổi kèn (người bị vu cáo bị buộc tội giết người) là kinh dị thuần túy, thực sự ngu ngốc.  	0
"Tuy nhiên, một số tiếng vỗ tay nên được dành cho ""khúc dạo đầu"".  "	1
Tôi thực sự thích điều đó.  	1
Một bộ phim tuyệt vời của một đạo diễn vĩ đại.  	1
Bộ phim đã đặt bạn trên cạnh ghế của bạn và làm cho bạn phần nào sợ hãi khi đến xe của bạn vào cuối đêm.  	1
Âm nhạc trong phim cũng rất đẹp.  	1
Tôi khuyên mọi người nên đi xem nó.  	1
Tuyệt vời!  	1
10/10  	1
Tôi thích bộ phim này quá nhiều.  	1
Vấn đề duy nhất của tôi là tôi nghĩ diễn viên đóng vai phản diện là một Michael Ironside thấp.  	0
Nó làm rung chuyển thế giới của tôi và chắc chắn là một người không có cửa hàng xã hội hay thể chất.  	1
Tuy nhiên, điều này đã không tạo ra cho thực tế rằng tổng thể, đây là một bộ phim vô cùng nhàm chán.  	0
Không có sự hóa học giữa Ben Affleck và Sandra Bullock trong bộ phim này, và tôi không thể hiểu tại sao anh ta lại xem xét việc rời bỏ vợ mình vì cô nàng này mà anh ta cho là đã bị đánh bại.  	0
Có vài khoảnh khắc trong bộ phim không cần phải ở đó và đang đi chậm lại.  	0
"Đây là một phiên bản làm lại nghèo nàn của ""My Best Friends Wedding"".  "	0
Tất cả trong tất cả, một sự thất vọng lớn.  	0
"Tôi không thể tin rằng các diễn viên đồng ý làm ""phim"" này.  "	0
Tôi không thể đứng nhìn nó lâu vì sợ mất IQ.  	0
Tôi đoán là không có ai ở trên mạng phát sóng viên nhỏ này đã xem nó trước khi mặc nó vào.  	0
Xếp hạng tại IMDB chỉ giảm giá thành 1 cho khủng khiếp, đã đến lúc nhận được một số số âm trong các trường hợp như thế này.  	0
"Tôi đã thấy ""Mirrormask"" tối qua và đó là một trải nghiệm không thỏa đáng.  "	0
Thật không may, sự thiếu kinh nghiệm về hướng đi có nghĩa là cảnh sau khi cảnh phim trôi qua với chút ít về những căng thẳng hay xung đột.  	0
Đây là những chủ đề trung tâm của bộ phim và chúng được xử lý một cách khéo léo, rập khuôn và không có chiều sâu của trí tưởng tượng.  	0
Tất cả những bức ảnh đẹp trên thế giới này không thể bù lại cho một tác phẩm thiếu sót ở lõi.  	0
Đó là một tiếng rưỡi lãng phí thời gian, theo sau một đám học sinh rất xinh đẹp và khóc về cuộc đời.  	0
Anh không thể liên hệ với họ, anh hầu như không thể hiểu họ.  	0
Đây chắc chắn là một sự thờ cúng cổ điển và chia sẻ với những người khác.  	1
Bộ phim này là một thảm họa tinh khiết, câu chuyện ngu ngốc và chỉnh sửa là điều tồi tệ nhất mà tôi từng thấy, nó làm bạn ngạc nhiên.  	0
Loài cá này được tạo ra và một số cảnh quay dưới nước của nó được lặp đi lặp lại hàng nghìn lần trong phim.  	0
Một bộ phim thực sự tồi tệ.  	0
Diễn xuất thật kinh khủng, và chữ viết tệ hơn.  	0
Cách duy nhất có thể là bộ phim này có thể được gọi là MST3K fodder.  	0
Tôi đã trả quá nhiều.  	0
Ngoài ra, việc xem Anthony Quinn đóng vai Crazy Horse.  	1
Thật là tẻ nhạt!  	0
Không có âm mưu gì!  	0
Một lần nữa, không có âm mưu gì cả.  	0
Kinh khủng!  	0
Một giờ tệ nhất và một nửa cuộc đời tôi!Ôi chúa ơi!  	0
Tôi phải ra rạp hát vài phút chỉ để được nhẹ nhõm thôi!  	0
Tôi ghét những bộ phim như thế.  	0
Yeah, bộ phim khá tệ đấy.  	0
KHÔNG CÓ CỐT TRUYỆN HAY CỐT TRUYỆN!  	0
Nếu bạn đi xem phim này, hãy mang gối hoặc bạn trai bạn trai để bạn có thể vượt qua.  	0
Kinh khủng.  	0
Tôi không nghĩ tôi đã từng đi xem phim và không thích nó nhiều như vậy.  	0
Đó là một điều tốt mà vé chỉ tốn 5 đô la vì tôi sẽ phát điên nếu tôi phải trả $7.50 để xem thứ này.  	0
KHÔNG AI NHẬN DẠNG NHỮNG NHÂN VẬT NÀY BỞI VÌ HỌ ĐỀU LÀ NHỮNG TẤM BÌA CỨNG VÀ NHỮNG KHUÔN MẪU (HAY DỰ ĐOÁN NHỮNG ĐỊNH KIẾN ĐẢO NGƯỢC).  	0
Đây là một bộ phim dở tệ, với những bài viết xấu, và những điều tốt đẹp ... một bộ phim hoạt hình xấu xí được sáng tác bởi Paul Haggis dành cho những người không thể xử lý được gì khác ngoài những nét táo bạo trong chuyện kể ... một bức tranh được vẽ bằng bút chì.  	0
Crash là một điều không thể nhấn mạnh, kích động cảm xúc, nhưng dạy bạn không gì nếu bạn đã biết phân biệt chủng tộc và định kiến là điều xấu.  	0
Dù sao, tôi cũng thích bộ phim này vì sự trao quyền cho phụ nữ, không có đủ phim như thế này.  	1
Não của bạn sẽ cố gắng tắt như một phần của sự tự bảo vệ.  	0
Tôi bị bỏ rơi khỏi trải nghiệm xem 'phim' và tôi mất hai giờ để hồi phục hoàn toàn.  	0
Bộ phim này bây giờ tham gia vào Revenge of the Boogeyman và Zombiez như một phần của ba bộ phim kinh dị.  	0
Tôi chắc chắn không có ý khác biệt này một cách tốt đẹp.  	0
Ý tôi là theo một cách khủng khiếp.  	0
Bộ phim này không có các tính năng bù lại.  	0
Mọi thứ thật kinh khủng.  	0
Máy quay không ngừng xuất hiện không ngừng trình bày chúng ta với bối cảnh xấu xí nhất có thể tưởng tượng ra, tức là  	0
Câu chuyện còn hơn cả ngu ngốc.  	0
Kịch bản ... có kịch bản không?  	0
Bọn trẻ rất phiền phức.  	0
Người dẫn đầu có uy tín.  	0
Hoàn toàn không có giá trị ở bất kỳ cấp độ nào, đây cũng giống như tra tấn.  	0
Tôi sẽ nói lại lần nữa-đây là tra tấn.  	0
Có lẽ sẽ có lời giải thích hợp lý cho sự tàn bạo này.  	0
Không phải là một chuyến đi vui vẻ tự khám phá.  	0
Không nên khuyến khích.  	0
Nếu giả thuyết này nghe có vẻ ngu ngốc, đó là bởi vì nó là vậy.  	0
Phải, tệ lắm.  	0
Không có gì để khuyên cả.  	0
Một màn trình diễn tuyệt vời từ Ms.  	1
Garbo, người đã cho thấy tài năng của cô ấy có thể tiếp tục từ thời đại im lặng (tôi muốn xem một số tác phẩm thầm lặng của cô ấy, nhưng Netflix dường như không lưu trữ họ.  	1
Thật tuyệt khi thấy rằng nhà biên kịch câm nổi tiếng Frances Marion không hề bỏ lỡ một bước đi từ im lặng đến âm thanh.  	1
Bộ phim này bị ảnh hưởng bởi cách viết, nó cần nhiều sự hồi hộp hơn.  	0
Có quá nhiều người thân.  	0
Nhưng ngoài ra, bộ phim dường như kéo dài và các anh hùng không thực sự làm việc cho sự tự do của họ.  	0
Nhưng bộ phim này chắc chắn là giá thuê nhà dưới mức trung bình.  	0
""" Anh sẽ thích nó!  "	1
Bộ phim này là BAD.  	0
Tệ thật.  	0
Bộ phim quá dài.  	0
Đây chắc chắn là một trong những kẻ xấu.  	0
Bộ phim mà tôi nhận được là một bộ phim có chất lượng tuyệt vời cho độ tuổi của nó.  	1
John Wayne đã làm một việc không thể tin được vì đã quá trẻ trong ngành công nghiệp điện ảnh.  	1
Sự hiện diện của ông trên màn hình đã suy nghĩ mặc dù có những diễn viên cao cấp khác trên màn ảnh với ông.  	1
Tôi nghĩ rằng đó là một bộ phim của John Wayne.  	1
Tôi thật sự không hiểu làm sao ai đó có thể thưởng thức bộ phim này.  	0
Tôi không nghĩ là tôi đã từng thấy một nửa bộ phim nhàm chán như cái thứ rác rưởi này.  	0
Có lẽ sẽ tốt hơn nếu giám đốc không dành hầu hết các bộ phim để giới thiệu tác phẩm nghệ thuật của riêng mình, điều đó thực sự không đáng chú ý.  	0
Một điều khác tôi không thực sự thích là khi một nhân vật bị đấm vào mặt, một gallon máu sẽ chảy ra ngay sau đó.  	0
Jamie Foxx hoàn toàn là Ray Charles.  	1
Màn trình diễn của anh ta chỉ đơn giản  	1
"Ông sở hữu bộ phim, cũng như Spacek sở hữu ""Coal Miner's Daughter"" và Quaid sở hữu "" Great Balls of Fire.  "	1
""" Thật ra, khó mà nhớ được phần Ray Charles đang hành động, chứ không phải do người đàn ông chơi.  "	1
Ray Charles là huyền thoại.  	1
Cuộc đời của Ray Charles đã cung cấp chất liệu tiểu sử tuyệt vời cho bộ phim, vượt xa hơn chỉ là một bộ phim khác về một nhạc sĩ.  	1
Hitchcock là một đạo diễn vĩ đại.  	1
Trớ trêu thay, tôi hầu như chỉ tìm thấy những bộ phim của anh ấy một tổng phí thời gian để xem  	0
Thứ hai, Hitchcock được hoàn thiện khá nhiều bộ phim kinh dị và đuổi theo.  	1
Đó là nguyên nhân dẫn đến khán giả phá hoại hầu hết các bộ phim của ông ta.  	0
Do đó toàn bộ câu chuyện thiếu một nguồn năng lượng nhất định.  	0
Cốt truyện chỉ đơn giản là tin đồn về một cỗ máy, tuyệt vọng phụ thuộc vào việc bổ sung những cảnh mới.  	0
Có những sai sót thông thường của Hitchcock.  	0
Mishima vô cùng vô cùng thú vị.  	0
Đây là một bộ phim lạnh lẽo, không đáng chú ý về một tác giả sống/làm việc trong một nền văn hóa trừu tượng lạnh.  	0
