Sentence	Label
Fue un gran teléfono.	1
si simplemente desea un teléfono plegable pequeño, busque en otro lado ya que las campanas y silbatos adicionales son mediocres.	0
Buen valor, funciona bien: alimentación a través de USB, automóvil o toma de corriente.	1
Mi teléfono no se desliza alrededor de mi auto ahora y el agarre evita que mi teléfono se salga de mi mano.	1
¡Este es simplemente el MEJOR auricular Bluetooth para calidad de sonido!	1
¡Piénsalo bien cuando planeas tener este! ¡Este es sin duda el último teléfono MOTO para mí!	0
En el lapso de una hora, hice que dos personas exclamaran &quot;¡Vaya! ¿Es ese el nuevo teléfono en la televisión?&quot;	1
Siempre he usado auriculares con cable y la libertad de la conexión inalámbrica es muy útil.	1
Este caso ha pasado la marca de un año y, aunque muestra signos de desgaste, es 100% funcional.	1
Aparte de eso, el cuero es agradable y suave; el ajuste es muy ajustado; El corte para la cara es una buena forma.	1
Tiene todo lo que necesito y no podría pedir más.	1
Después de recibir y usar el producto por solo 2 días, se rompió.	0
Este producto es excelente ... hace que trabajar sea mucho más fácil. Puedo ir a la copiadora mientras espero algo.	1
Ninguno de los tres tamaños que enviaron con el auricular quedaría en mis oídos.	0
T-Mobile tiene el mejor servicio al cliente en cualquier lugar.	1
Llegó rápidamente y mucho menos costoso que otros que se venden.	1
Hemos probado 2 unidades y ambas fallaron en 2 meses. Pros	0
Proporciona una buena protección y también se ve elegante.	1
Krussel Siempre bien.	1
El sitio web de tracfone es fácil de usar y facilita la activación, etc.	1
El diseño es muy bueno.	1
Tengo una gran recepción todo el tiempo.	1
Yo recomendaría altamente este producto.	1
No se pudo usar la unidad con gafas de sol, ¡no es bueno en Texas!	0
No funciona la mayor parte del tiempo con mi Nokia 5320.	0
Comprado principalmente por el cargador, que se rompió poco después de la compra.	0
Si te gusta un zumbido fuerte para anular todas tus conversaciones, ¡entonces este teléfono es para ti!	0
Fantástica compra y obtendré otra vez por lo que sea mi próximo teléfono	1
mantente alejado de esta tienda, ten cuidado.	0
Este altavoz de teléfono manos libres BlueAnt Supertooth es INCREÍBLE.	1
No se ajusta.	0
.... El artículo llegó rápidamente y funciona muy bien con mi teléfono deslizante Metro PCS Samsung SCH-r450 y Sony Premium Sound en tapones para los oídos.	1
Es liviano, tiene mucha capacidad de batería y es muy cómodo de usar durante períodos de tiempo algo prolongados.	1
decepcionante.	0
Blue Ant es fácil de usar.	1
Barato pero bueno, funciona. Quedé gratamente sorprendido dado el bajo costo de este artículo.	1
La cámara del teléfono se puede usar como recogedor cuando está en interiores ... Prefiero usar un desechable que esto.	0
Luego, unos días después, una nube de humo salió del teléfono mientras estaba en uso.	0
Es muy conveniente y fácil de usar: hace el trabajo y hace que el auto sea mucho más suave.	1
El nano lo dijo. Mi hijo estaba decepcionado.	0
La calidad del sonido también es excelente.	1
Es el mejor auricular que he usado.	1
No lo recomendaría.	0
Han existido durante años y tienen la más alta calidad de protector de pantalla antideslumbrante que he encontrado hasta la fecha.	1
Justo lo que quería.	1
Este modelo en particular no funcionaría con mi teléfono inteligente Motorola Q.	0
No funcionará bien o al menos para mí.	0
Además, se siente y se ve como si el teléfono fuera de plástico barato y ligero.	0
Pero ahora que está &quot;fuera de garantía&quot; vuelven a surgir los mismos problemas. En pocas palabras ... coloque su dinero en otro lugar ... Cingular no lo admitirá.	0
Realmente quería que Plantronics 510 fuera el correcto, pero tiene demasiados problemas para mí.	0
Buen producto.	1
Crujiente y claro.	1
Después de que la primera carga continuara muerta después de 12 minutos.	0
Plástico MUY barato, cruje como un viejo piso de madera.	0
Recibo una recepción absolutamente horrible en mi departamento, donde con otros teléfonos no he tenido este problema.	0
La recepción ha sido en general buena.	1
Excelente sonido, duración de la batería y discreto para arrancar.	1
Gran bluetooth!	1
Recomiendo mucho este caso.	1
VALE LA PENA.	1
Esta es una gran cosa.	1
Después de que mi teléfono tuviera aproximadamente un año, se ha roto lentamente a pesar de mucho cuidado de mi parte.	0
Lo siento, hice esta compra.	0
Compré estos con la esperanza de que mis auriculares Bluetooth se adaptaran mejor, pero esto hizo que fuera imposible usarlos.	0
Treo y T-Mobile se negaron a reemplazarlo nuevamente y me obligaron a comprar otro teléfono sin ningún tipo de descuento de actualización.	0
¡Fue horrible!.	0
No creo que lo sujete demasiado bien en su cinturón.	0
Esto permite la posibilidad de una doble reserva para la misma fecha y hora después de la primera.	0
Trabajan alrededor de 2 semanas y luego descansan.	0
Es simple de usar y me gusta.	1
Es una gran herramienta para el entretenimiento, la comunicación y la administración de datos. ¡Oh, asegúrese de usar ActiveSync 4.2 para obtener resultados óptimos de sincronización de datos!	1
No puedo usar este caso porque el olor es desagradable.	0
NO LO QUE QUERÍA.	0
Soy dueño de 2 de estos casos y ordenaría otro.	1
Gran teléfono.	1
Compré esta batería con un cupón de Amazon y estoy muy contento con mi compra.	1
El acceso a Internet estaba bien, es el raro caso de que funcionara.	0
Perfecto para la PS3.	1
Cinco estrellas Plus, plus.	1
Una ganga de buena calidad. Compré esto después de comprar un barato de Big Lots que sonaba horrible y la gente del otro lado no podía escucharme.	1
$ 50 por el desagüe.	0
Traté de hablar muy alto, pero los gritos en el teléfono envejecen y todavía me dijeron que no era genial.	0
Bien, funciona bien.	1
Por el precio, fue una gran oferta.	1
Gran precio, también!	1
Si hay viento, es completamente inútil.	0
Sí, es brillante en la parte frontal, ¡y me encanta!	1
No funciona.	0
Al principio pensé que estaba obteniendo un buen trato a $ 7.44, hasta que lo enchufé a mi teléfono (V3c Razr).	0
La recepción a través de este auricular es excelente.	1
2 aprobado a este vendedor	1
Tengo un teléfono Verizon LG y funcionan bien juntos, buena recepción y alcance que supera los 20 pies de línea de visión.	1
Descripción incorrecta ... Tuve que devolverlo.	0
# 1 funciona - # 2 es cómodo.	1
La vida útil de la batería es bastante larga.	1
Los Jabra EarGels se ajustan muy bien a mis oídos.	1
La batería no tiene vida.	0
Lo revisé en todas partes y no hay ninguna característica que sea realmente decepcionante.	0
El producto es exactamente como se describe.	1
Recibe una señal cuando otros teléfonos de Verizon no lo harán.	1
No hace el trabajo.	0
Yo lo recomendaría.	1
Planee ordenar de ellos una y otra vez.	1
Dicho esto, para un teléfono, la cámara es muy bonita; muchos efectos geniales para jugar, y el video también es decente.	1
He estado muy satisfecho con este teléfono celular desde el primer día.	1
Siguen mejorando (esta es la tercera y también he tenido numerosas palmas).	1
Incómodo de usar y poco confiable.	0
¡El tiempo de envío también fue muy rápido!	1
No tan bueno como esperaba.	0
Buen caso!	1
No funciona	0
Muy buen producto.	1
Desafortunadamente, no funcionó.	0
Los tres se rompieron dentro de los dos meses de uso.	0
no lo compre	0
Mi padre tiene el V265 y la batería se está agotando.	0
Sin embargo, las almohadillas se quitan fácilmente y después de solo una semana perdí una.	0
Las llamadas caen, el teléfono se enciende y apaga a voluntad, la pantalla se apaga y lo peor de todo deja de sonar de manera intermitente.	0
Horrible, protector horrible.	0
Tampoco me gusta este Nokia.	0
Llegar a la fila inferior es incómodo, y las teclas de envío y finalización no están donde espero que estén.	0
Compré este teléfono celular Nokia hace unas semanas y fue una pesadilla.	0
Me llevaría demasiado tiempo describir lo mala que ha sido mi experiencia de servicio al cliente con Amazon.	0
¡Lo único MUY decepcionante fue que NO HABÍA ALTAVOZ!	0
Terrible ... Mi auto no aceptará este cassette.	0
El producto es inútil, ya que no tiene suficiente corriente de carga para cargar los 2 teléfonos celulares con los que estaba planeando usarlo.	0
No es lo que dice que es.	0
Manténgase alejado de la Q !.	0
Usado y sucio.	0
¡Servicio muy poco confiable de T-mobile!	0
No es lo suficientemente bueno por el precio.	0
Compré dos de ellos y ninguno cobrará.	0
Se ve muy bien.	1
Esta es una herramienta excelente, especialmente cuando se combina con la respuesta automática de su teléfono.	1
He leído las reseñas de otros aquí, pero no he tenido ningún problema.	1
Estos productos cubren el importante sensor de luz sobre la salida del oído.	0
Cómodo en mi mano.	1
Simplemente no funciona.	0
Poca confiabilidad.	0
(¡Funciona!)	1
Si tomo una foto, la batería deja caer una barra y comienza a sonar, haciéndome saber que se está agotando.	0
¡Producto terrible y pérdida de dinero!	0
La última vez que te compre.	0
Fue un desperdicio de mi dinero.	0
Hasta ahora ha funcionado a las mil maravillas.	1
Solo la he tenido por unas pocas semanas, pero hasta ahora, muy bien.	1
Pero, en cualquier caso, la mejor parte es que puede descargar estas imágenes a su computadora portátil mediante IR, o incluso enviar imágenes desde su computadora portátil al teléfono.	1
Recomendaría este artículo	1
Ha sido mi auricular preferido por años. Gran sonido; buen volumen Buena cancelación de ruido.	1
Bonito caso, se siente bien en tus manos.	1
El artículo recibido fue falsificado.	0
Simplemente muy bueno ... Hasta ahora, probablemente el mejor auricular BT que he tenido.	1
Funciona bien.	1
Recibí mi auricular a tiempo y quedé satisfecho con él.	1
Estaba muy contento de ver que podía reemplazar mi funda giratoria bien transitada por mi tapa de Blackberry.	1
Mi hermana también tiene uno y le encanta.	1
Buena calidad.	1
Esta es, con mucho, la peor compra que he hecho en Amazon.	0
Excelente auricular de doble propósito.	1
¡Excelente!.	1
No funciona para escuchar música con el 8125 cingular.	0
Parece completamente seguro, agarrándome del cinturón y manteniendo el iPhone dentro.	1
La línea bottowm ... otro truco inútil y barato de Sprint.	0
Tener problemas con el volumen.	0
Lo único bueno es que se adapta cómodamente a orejas pequeñas.	1
ADVERTENCIA - ¡NO COMPRE!	0
Estoy emparejando esto con mi iphone, y hasta ahora no podría estar más feliz con él.	1
Cuando se abre, la conexión de la batería se rompe y el dispositivo se apaga.	0
No quería que el clip pasara por encima de mi oreja, causando molestias.	0
El mejor auricular de todos los tiempos!	1
No confíes en su sitio web y no esperes ningún soporte útil.	0
Era tan ruidoso. Me alegra decir que el Plantronics 510 mantiene una conexión perfecta con mi celular y sin estática durante el uso normal.	1
El altavoz es de baja calidad, por lo que los tonos de llamada suenan muy baratos.	0
Se adapta cómodamente, viene con tres tamaños de puntas de auriculares.	1
Excelente producto por el precio.	1
Mala recepción.	0
¡Este producto es una MIERDA china de muy alta calidad!	0
Era bastante cómodo en el oído.	1
Gran telefono.	1
No compre este producto, ¡falla!	0
Todo acerca de este producto está mal. Primero	0
El emparejamiento de los dos dispositivos fue tan fácil que apenas tardé un par de minutos en comenzar a hacer llamadas con la función de marcación por voz.	1
Esto fue completamente confuso al principio, lo que me hizo perder un par de contactos muy, muy importantes.	0
Terrible soporte para teléfono.	0
Los recortes y botones se colocan perfectamente.	1
Me encanta poder usar un auricular para teléfono fijo y celular.	1
El problema es que las orejeras están hechas de material débil y se rompen fácilmente.	0
No es tan guapo como la imagen de AMAZON lo hace ver.	0
Pero a pesar de estos pocos defectos, este caso es de una calidad excepcional y vale la pena los costos adicionales de poseer un producto OEM oficial.	1
¿Qué tan estúpido es eso?	0
Puedo escuchar mientras conduzco en el automóvil, y por lo general ni siquiera tengo que ponerlo en su configuración más ruidosa.	1
Vendedor enviado rápidamente y mucho más barato que los competidores.	1
Buen espectáculo, Samsung.	1
Así que compré unos 10 de estos y ahorré mucho dinero.	1
Siempre se corta y emite un pitido y luego dice que la señal ha fallado.	0
No pude resolverlo	0
Mi teléfono sonaba bien (no genial, bien), pero el teléfono de mi esposa era casi totalmente ininteligible, no podía entender ni una palabra.	0
Así que tuve que sacar la batería del teléfono y volver a armarla.	0
Si bien logré doblar el resorte de láminas en su lugar, el metal ahora tiene suficiente tensión que se romperá en la próxima gota.	0
¡El estampado leopardo es maravillosamente salvaje!	1
Funciona para mi.	1
Saggy, flojo pedazo de basura.	0
mucho mejor que las cajas de plástico duro.	1
También tuvo un nuevo problema.	0
¡Feliz hasta ahora!	1
teléfono genial	1
Funciona bien	1
Motorola finalmente obtuvo la calidad de voz de un auricular bluetooth correcto.	1
Pierde la conexión con el teléfono incluso cuando está a un par de pies entre los dos.	0
pero es genial, realmente lo recomendaría	1
Hace que sea más fácil mantenerse al día con mi bluetooth cuando no lo estoy usando.	0
Como dije anteriormente ... ¡BASTANTE INÚTIL!	0
¡Nunca lo conseguí!	0
Este par de auriculares es el peor que he tenido en cuanto a sonido.	0
[...] por el desagüe debido a un chasquido débil!	0
No carga el teléfono Cingular (ATT) 8525.	0
Obtiene minutos adicionales para poder realizar la llamada y no quedar interrumpido &quot;.	1
Sin embargo, después de aproximadamente un año, el fliptop comenzó a aflojarse y tambalearse y, finalmente, mi pantalla se oscureció y no pude recibir ni hacer llamadas.	0
Seguí atrapando el cable en el asiento y tuve que sacar el teléfono para apagarlo.	0
El auricular cumple con mis requisitos, así que estoy contento con mi compra.	1
Logitech Bluetooth Headset es un 10 !.	1
Me gusta el hecho de que se apoya ligeramente en la oreja, en lugar de adentro.	1
Muchos sitios web han calificado este muy buen teléfono y yo también.	1
He probado estos cables con mi computadora y mi iPod y funciona bien.	1
El micrófono hay una broma, y el volumen es bastante bajo.	0
Los estoy devolviendo.	0
No mantengo una conexión con la computadora mientras está en mi regazo.	0
Es fácil de encender y apagar cuando está en el automóvil y los controles de volumen son bastante accesibles.	1
He tenido el mío durante aproximadamente un año y esta Navidad compré algunos para el resto de la familia.	1
De lo contrario, fácil de instalar y usar, sonido claro.	1
bonito cuero	1
Tuve que comprar una caja diferente.	0
Es un placer usarlo.	1
Muy decepcionado con esta empresa.	0
Muy satisfecho con eso.	1
No me cobró nada.	0
Este es el teléfono para 2005 ... Acabo de comprar mi S710a y todo lo que puedo decir es ¡GUAU!	1
Los botones son muy pequeños.	0
Solo leer las especificaciones solo te hace decir WOW.	1
Me encanta .. Gran brazalete.	1
Realmente me gusta este producto sobre Motorola porque es mucho más claro en el auricular y el micrófono.	1
Sin embargo, los teclados son tan pequeños que a veces llego a los botones equivocados.	0
Cambié el Sony Ericson Z500a por esto y estoy bastante contento con esa decisión.	1
Estaba muy impresionado con el precio de los casos.	1
También hace que sea más fácil aferrarse a él.	1
Utilizo este producto en un centro de control de motores donde hay mucho zumbido de alto voltaje del equipo, ¡y funciona muy bien!	1
Es muy facil.	1
No puedo hacer llamadas en ciertos lugares.	0
Sin embargo, mi niña se quejaba de que en algún momento el teléfono no se despierta como lo hace el teléfono normal.	0
Hermoso estilo sin embargo.	1
Esta compañía me cobra una tarifa de reposición y todavía no me devolvió el reembolso.	0
Estoy tratando de devolverlo para obtener un reembolso.	0
Lo enchufé solo para descubrir que nada funcionaba.	0
Producto excelente.	1
La pieza del auricular se rompe fácilmente.	0
Producto pésimo.	0
Este teléfono se esfuerza mucho por hacer todo, pero falla por su capacidad de ser un teléfono.	0
Es el mejor cargador que he visto en el mercado hasta ahora.	1
¡EL TELÉFONO MÁS DULCE!	1
:-) Oh, el cargador parece funcionar bien.	1
Se ajusta de manera tan segura que ni siquiera es necesario utilizar el gancho para la oreja y el sonido se dirige mejor a través del canal auditivo.	1
No hay suficiente volumen.	0
Problema de eco ... Muy insatisfactorio	0
solo podías tomar 2 videos a la vez y la calidad era muy pobre.	0
No malgastes tu dinero.	0
Voy a tener que ser el primero en evaluar negativamente este producto.	0
El adaptador no proporciona suficiente corriente de carga.	0
Había tanto entusiasmo por este teléfono que supuse que era el mejor, mi error.	0
Tampoco puede tomar fotos con él en el caso porque el lente está cubierto.	0
El teléfono se cae fácilmente.	0
No funcionó, la gente no puede oírme cuando hablo.	0
La función de mensajes de texto es realmente difícil de usar.	0
Estoy realmente decepcionado, todo lo que tengo ahora es un cargador que no funciona.	0
Doloroso en la oreja.	0
Duró un día y luego explotó.	0
decepcionado.	0
Tipo de fracasos.	0
La pantalla se mancha fácilmente porque toca la oreja y la cara.	0
Qué basura ... Perdí más llamadas en este teléfono.	0
El artículo no coincide con la imagen.	0
Lo único que me decepciona es el puerto infrarrojo (irda).	0
¡No puede contestar llamadas con la unidad, nunca trabajó una vez!	0
Una película muy, muy lenta y sin rumbo sobre un joven angustiado y a la deriva.	0
No estoy seguro de quién estaba más perdido: los personajes chatos o la audiencia, casi la mitad de los cuales se fueron.	0
Intentando ser ingeniosa con ángulos de cámara en blanco y negro e inteligentes, la película decepcionó, se volvió aún más ridícula, ya que la actuación fue pobre y la trama y las líneas casi inexistentes.	0
Muy poca música o algo de qué hablar.	0
La mejor escena de la película fue cuando Gerardo está tratando de encontrar una canción que se le pase por la cabeza.	1
El resto de la película carece de arte, encanto, significado ... Si se trata de vacío, funciona, supongo porque está vacío.	0
Perdido dos horas.	0
Vi la película hoy y pensé que era un buen esfuerzo, buenos mensajes para los niños.	1
Un poco predecible	0
Me encantó el casting de Jimmy Buffet como profesor de ciencias.	1
Y esos búhos eran adorables.	1
La película mostró mucho de Florida en su mejor momento, lo hizo parecer muy atractivo.	1
Las canciones fueron las mejores y los Muppets fueron tan divertidos.	1
Fue tan genial.	1
Esta es una película muy &quot;justo en el caso&quot; que ofrece casi todo en su cara.	1
Tuvo un promedio de actuación de la persona principal, y fue un presupuesto bajo como se puede ver claramente.	0
Esta crítica está muy atrasada, ya que considero que A Tale of Two Sisters es la mejor película de la historia.	1
Pondré esta gema contra cualquier película en términos de guión, cinematografía, actuación, postproducción, edición, dirección o cualquier otro aspecto de la realización de películas.	1
Es prácticamente perfecto en todos ellos: una verdadera obra maestra en un mar de falsas &quot;obras maestras&quot;.	1
&quot;La estructura de esta película es fácilmente la más estrechamente construida en la historia del cine.	1
No puedo pensar en ninguna otra película en la que ocurra algo de vital importancia cada dos minutos.	1
En otras palabras, el nivel de contenido de esta película es suficiente para llenar fácilmente una docena de otras películas.	1
¿Cómo puede alguien en su sano juicio pedir algo más de una película que esto?	1
Es simplemente la forma más alta y más superlativa de cine imaginable.	1
Sí, esta película requiere una cantidad bastante significativa de resolución de rompecabezas, pero las piezas se unen para crear una imagen hermosa.	1
Este cortometraje ciertamente no tira golpes.	0
Los gráficos están lejos de ser la mejor parte del juego.	0
Este es el mejor juego TH de la serie.	1
Se merece un fuerte amor.	1
Es un juego loco.	1
Hay niveles masivos, personajes desbloqueables masivos ... es solo un juego masivo.	1
Gasta tu dinero en este juego.	1
Este es el tipo de dinero que se desperdicia adecuadamente.	1
En realidad, los gráficos eran buenos en ese momento.	1
Hoy los gráficos son basura.	0
Como dicen en Canadá, este es el juego divertido, sí.	1
Este juego es genial.	1
Cómpralo, juega, disfrútalo, ámalo.	1
Es PURO BRILLO.	1
Esta fue una película condenada desde su concepción.	0
La idea misma era poco convincente: tomar un personaje secundario de una película PG-13 mediocre y hacer una secuela completa mientras cambia su tono a una película familiar con clasificación PG.	0
No me interesaba lo más mínimo.	0
No solo confirmó que la película sería divertida y genérica, sino que también logró regalar TODA la película; y no exagero: cada momento, cada punto de la trama, cada broma se cuenta en el trailer.	0
Pero simplemente no es gracioso.	0
Pero incluso el talentoso Carrell no puede salvar esto.	0
A sus compañeros de reparto no les va mucho mejor, con personas como Morgan Freeman, Jonah Hill y Ed Helms simplemente desperdiciados.	0
La historia en sí es predecible y perezosa.	0
El único trabajo de efectos reales es la presencia de todos los animales, y la integración de esos en las escenas es uno de los peores y más obvios trabajos de pantalla azul / verde que he visto.	0
Pero lo que sea que les costó tanto, no se tradujo en calidad, eso es seguro.	0
La película tiene éxito a pesar de, o quizás debido a, un presupuesto obviamente escaso.	1
Me alegro de que la película no haya sido la opción más obvia, como ciertamente hubiera sido una película menor.	1
Además de tener una de las canciones más encantadoras jamás escritas, French Cancan también cuenta con una de las damas más lindas que jamás haya aparecido en la pantalla.	1
Es difícil no enamorarse perdidamente de esa chica.	1
En lo negativo, es lo suficientemente insípido como para causar arrepentimiento por otras 2 horas de vida desperdiciadas frente a la pantalla.	0
Largo, llorón y sin sentido.	0
Pero recomiendo esperar a sus esfuerzos futuros, deje ir este.	0
Excelente reparto, argumento, actuaciones.	1
Totalmente creíble	1
Anne Heche fue completamente convincente.	1
La interpretación de Sam Shepard de un entusiasta Marine fue aleccionadora.	1
Me senté clavado en la pantalla del televisor.	1
En general, le doy a este un rotundo 9 de 10.	1
Creo que Tom Hanks es un buen actor.	1
Disfruté leyendo este libro a mis hijos cuando eran pequeños.	1
Estaba muy decepcionado con la película.	0
Un personaje es totalmente molesto con una voz que me da la sensación de las uñas en una pizarra.	0
Hay una escena de tren / montaña rusa totalmente innecesaria.	0
No había absolutamente ninguna calidez o encanto en estas escenas o personajes.	0
Esta película me irrita totalmente.	0
Las actuaciones no mejoran con la improvisación, porque los actores ahora tienen el doble de qué preocuparse: no solo si están entregando bien la línea, sino si la línea en sí es buena.	0
Y, sinceramente, a menudo no es muy bueno.	0
A menudo, el diálogo no sigue realmente de una línea a otra, ni se ajusta al entorno.	0
Cruje con una energía juvenil e impredecible, pero, sinceramente, me resultó difícil seguirlo y concentrarme en él serpentea muy mal.	0
Hay algunas cosas geniales en general.	1
Sin embargo, no diría que valen 2 horas de tu tiempo.	0
Los constructores de suspenso fueron buenos, y simplemente cruzan la línea de G a PG.	1
Me gustaron especialmente las opciones no cliché con los padres; en otras películas, podría predecir el diálogo literalmente, pero la escritura en esta película hizo mejores selecciones.	1
Si quieres una película que no sea asquerosa pero que te dé escalofríos, esta es una gran opción.	1
Alexander Nevsky es una gran película.	1
Es un artista de cine increíble, uno de los más importantes que haya vivido.	1
Me alegro de que esta pieza pretenciosa de mierda no haya hecho lo planeado por el Dodge stratus Big Shots ... Ayudará a los cineastas que no están en el &quot;negocio del cine&quot; muy restringido de Québec.	0
Esta es la primera película a la que le he dado un 10 en años.	1
Si alguna vez hubo una película que necesitaba el boca a boca para promocionar, esta es la oportunidad.	1
En general, la película es interesante y estimulante.	1
Además, tenía un buen ritmo y se adaptaba a su tiempo de ejecución relativamente corto.	1
Dale una mirada a este.	1
Le di un 10	1
The Wind and the Lion está bien escrito y tiene una actuación excelente.	1
Es un verdadero clásico.	1
En realidad, resultó ser bastante decente en lo que respecta a las películas de terror / suspenso de la lista B.	1
Definitivamente vale la pena echarle un vistazo.	1
El problema fue el guión.	0
Fue horrendo.	0
No había nada creíble al respecto.	0
El único suspenso que sentía era la frustración por lo retardadas que eran las chicas.	0
MANNA FROM HEAVEN es una película excelente que es predecible e impredecible al mismo tiempo.	1
Las escenas a menudo son divertidas y ocasionalmente conmovedoras cuando los personajes evalúan sus vidas y hacia dónde van.	1
El elenco de actores veteranos es más que un simple viaje de nostalgia.	1
La representación de Ursula Burton de la monja es conmovedora y divertida al mismo tiempo sin burlarse de las monjas o la iglesia.	1
Si está buscando una película con un elenco fantástico, buena música (incluida una versión de Shirley Jones de &quot;The Way You Look Tonight&quot;) y un final alentador, inténtelo.	1
No creo que te decepciones.	1
Francamente, después de Cotton club e Unfaithful, fue un poco vergonzoso ver a Lane y Gere en esta película, porque es MALO.	0
La actuación fue mala, los diálogos fueron extremadamente superficiales y poco sinceros.	0
Era demasiado predecible, incluso para una película de chicas.	0
Demasiado políticamente correcto.	0
Muy decepcionante.	0
Lo único que realmente valió la pena ver fue el paisaje y la casa, porque es hermosa.	1
Amo a Lane, pero nunca la he visto en una película tan horrible.	0
Una hora y media desearía poder traer de vuelta.	0
Pero en términos de escritura es muy fresca y audaz.	1
La actuación ayuda a la escritura muy bien (tal vez la hermana idiota sabia podría haber jugado mejor), y es una verdadera alegría verla.	1
La dirección y la cinematografía no son tan buenas.	0
La película era tan aburrida que a veces me encontraba ocupada mirando en el periódico en lugar de mirarla (¡nunca antes había sucedido durante una película de Columbo!	0
), y a veces era tan vergonzoso que tuve que mirar hacia otro lado.	0
La dirección parece demasiado pretenciosa.	0
Las escenas con la &quot;vecina tan madura&quot; son un lugar equivocado.	0
Y, en general, las líneas y la trama son más débiles que el episodio promedio.	0
La escena en la que debatieron si despedir o no al trompetista (que fue acusado falsamente por el asesinato) es puro horror, realmente estúpido.	0
Sin embargo, se deben dar algunos aplausos al &quot;preludio&quot;.	1
Realmente me gustó eso.	1
Una gran película de un gran director.	1
La película lo tenía al borde de su asiento y le daba un poco de miedo ir a su automóvil al final de la noche.	1
La música en la película también es muy bonita.	1
Aconsejaría a cualquiera que vaya a verlo.	1
¡Brillante!	1
10/10	1
Esta película me gustó demasiado.	1
Mi único problema es que pensé que el actor que interpretaba al villano era Michael Ironside.	0
Sacudió mi mundo y es sin duda una visita obligada para cualquiera que no tenga salidas sociales o físicas.	1
Sin embargo, esto no compensa el hecho de que, en general, esta fue una película tremendamente aburrida.	0
NO había química entre Ben Affleck y Sandra Bullock en esta película, y no podía entender por qué consideraría incluso dejar a su futura esposa por esta chica que supuestamente fue noqueado.	0
Hubo varios momentos en la película que simplemente no necesitaban estar allí y eran extremadamente lentos.	0
Esta fue una nueva versión pobre de &quot;My Best Friends Wedding&quot;.	0
En general, una gran decepción.	0
No puedo creer que los actores hayan aceptado hacer esta &quot;película&quot;.	0
No podía soportar verlo por mucho tiempo por miedo a perder el coeficiente intelectual	0
Supongo que nadie en la red que transmitió este regate lo vio antes de ponerlo.	0
Las calificaciones de IMDB solo bajan a 1 por horrible, es hora de obtener algunos números negativos allí para casos como estos.	0
Vi &quot;Mirrormask&quot; anoche y fue una experiencia insatisfactoria.	0
Desafortunadamente, la inexperiencia de dirección significaba que la escena tras escena pasaba con poca tensión o conflicto dramático.	0
Estos son los temas centrales de la película y se manejan de manera inepta, estereotípica y sin profundidad de imaginación.	0
Todas las imágenes bonitas del mundo no pueden compensar un trabajo que es defectuoso en el núcleo.	0
Es una hora y media de pérdida de tiempo, después de que un montón de estudiantes de secundaria muy lindos se quejen y lloren por la vida.	0
No puedes relacionarte con ellos, demonios, apenas puedes entenderlos.	0
Este es definitivamente un clásico de culto que vale la pena ver y compartir con otros.	1
Esta película es un desastre puro, la historia es estúpida y la edición es lo peor que he visto, te confunde increíblemente.	0
El pez está mal hecho y algunas de sus tomas bajo el agua se repiten mil veces en la película.	0
Una película realmente, realmente mala.	0
La actuación es terrible, y la escritura es peor.	0
La única forma posible de canjear esta película sería como forraje MST3K.	0
Pagué demasiado	0
Además, es un verdadero placer ver a Anthony Quinn interpretando a Crazy Horse.	1
¡Era tan aburrido!	0
No hay trama en absoluto!	0
De nuevo, no hay trama en absoluto.	0
¡Horrible!	0
¡La peor hora y media de mi vida! ¡Dios mío!	0
¡Tuve que salir del teatro unos minutos para sentir alivio!	0
Odio las películas así.	0
Sí, la película apestaba bastante.	0
¡NO HAY PARCELA O HISTORIA!	0
Si vas a ver esta película, trae una almohada o una novia / novio para mantenerte ocupado durante todo el tiempo.	0
Horrible.	0
Creo que nunca he ido al cine y no me ha gustado tanto.	0
Fue bueno que las entradas solo costaran cinco dólares porque me enojaría si hubiera pagado $ 7.50 por ver esta basura.	0
NADIE se identifica con estos personajes porque son todos recortes de cartón y estereotipos (o previsiblemente estereotipos inversos).	0
Esta es una mala película, con una mala escritura y buenos actores ... una caricatura fea creada por Paul Haggis para personas que no pueden manejar nada más que los trazos audaces en la narración ... una imagen pintada con lápices de colores.	0
Crash es una nada deprimente, que provoca emoción, pero no te enseña nada si ya sabes que el racismo y los prejuicios son cosas malas.	0
Aún así, me gusta esta película por su empoderamiento de las mujeres; No hay suficientes películas como esta.	1
Su cerebro intentará apagarse como parte de un impulso primario de autoconservación.	0
Me quedé destrozado por la experiencia de ver esta &#39;película&#39; y tardé unas buenas dos horas en recuperarme por completo.	0
Esta película ahora se une a Revenge of the Boogeyman y Zombiez como parte de la trinidad infernal de las películas de terror.	0
Ciertamente no me refiero a esta distinción en el buen sentido.	0
Me refiero a esto de una manera terrible.	0
Esta película no tiene características redentoras.	0
Todo es atroz.	0
El trabajo de cámara sin arte nos presenta sin cesar el entorno más feo que se pueda imaginar, es decir	0
La historia es más que estúpida.	0
El guión es ... ¿había un guión?	0
Los niños son molestos.	0
El líder no tiene carisma.	0
Totalmente sin mérito en ningún nivel, esto es similar a la tortura.	0
Incluso lo diré de nuevo: esto es tortura.	0
Tal vez habría una explicación razonable para esta atrocidad.	0
No es un viaje agradable de autodescubrimiento.	0
Altamente no recomendado.	0
Si esta premisa suena estúpida, es porque lo es.	0
Sí, es tan malo.	0
